parent_metro_region,year,median_sale_price,median_list_price,homes_sold,new_listings,inventory,avg_sale_to_list,sold_above_list
"Abilene, TX",2020,163007.72222222222,166629.83333333334,74.77777777777777,80.69444444444444,183.52777777777777,0.9619611908839517,0.12489240585713667
"Abilene, TX",2021,175140.43055555556,184383.33333333334,77.30555555555556,84.66666666666667,118.88888888888889,0.9725159776371051,0.22838641443329127
"Ada, OK",2012,20000.0,117900.0,3.0,1.0,1.0,0.8666666666666667,0.0
"Ada, OK",2013,31509.6,60879.166666666664,2.2,2.6666666666666665,4.0,0.9752372040260905,0.4
"Ada, OK",2014,92510.2,105250.0,1.2,4.5,10.4,1.0231842073538275,0.6
"Ada, OK",2015,100331.72727272728,126975.0,25.90909090909091,26.181818181818183,100.18181818181819,0.9651637898235704,0.14867631955019456
"Ada, OK",2016,124662.5,134720.83333333334,26.666666666666668,43.083333333333336,143.25,0.9507198915444283,0.06320577943561811
"Ada, OK",2017,123341.66666666667,128835.41666666667,29.5,41.916666666666664,204.0,0.9500058155783303,0.09190863033798273
"Ada, OK",2018,128466.66666666667,137387.5,30.416666666666668,45.333333333333336,212.16666666666666,0.9585371953920506,0.09590571000824394
"Ada, OK",2019,138404.16666666666,136541.66666666666,35.916666666666664,46.0,178.58333333333334,0.9546227967311237,0.12456491289651851
"Ada, OK",2020,143141.66666666666,144537.5,39.833333333333336,46.333333333333336,177.08333333333334,0.9572920411269746,0.1305969976752351
"Ada, OK",2021,158541.625,172487.5,47.583333333333336,52.083333333333336,82.16666666666667,0.9703935263841417,0.20495418053268907
"Adrian, MI",2012,70038.54166666667,84929.16666666667,99.33333333333333,137.33333333333334,618.5833333333334,0.9436829163924808,0.17468207388575616
"Adrian, MI",2013,97583.33333333333,105225.0,104.33333333333333,135.66666666666666,630.0,0.9446713440405206,0.13543465835095395
"Adrian, MI",2014,97529.16666666667,113452.08333333333,98.16666666666667,135.66666666666666,593.75,0.948948717355759,0.1476002100208012
"Adrian, MI",2015,110383.33333333333,120139.58333333333,110.5,131.83333333333334,533.4166666666666,0.9558423921280053,0.13453595610323676
"Adrian, MI",2016,123225.0,132197.29166666666,109.08333333333333,117.58333333333333,436.5833333333333,0.9642514747758452,0.17869547987862155
"Adrian, MI",2017,140029.95833333334,144433.33333333334,104.75,120.5,412.8333333333333,0.9706882517790394,0.21187931202139024
"Adrian, MI",2018,145354.16666666666,148400.0,119.58333333333333,133.58333333333334,457.4166666666667,0.9688714061743058,0.19804007228890355
"Adrian, MI",2019,152466.66666666666,154616.66666666666,115.83333333333333,129.25,418.5,0.9717964557785824,0.21527999781441595
"Adrian, MI",2020,162454.16666666666,166102.08333333334,117.83333333333333,116.16666666666667,321.0,0.977988599466059,0.258772851646985
"Adrian, MI",2021,180127.08333333334,181026.04166666666,114.33333333333333,118.91666666666667,239.75,0.9945950815167542,0.4012405507705526
